Title,Price,Address,Bathroom,Room,Furnished,Pet Allowed 
Chambres à louer à Outremont,$750.00,H2V1W1 Canada,Unknown,Unknown,Oui,Non
Superbe chambre à louer / Room for rent (Montreal downtown),$900.00,1280 Rue Saint-Jacques Montréal QC H3C 0G1 Canada,Unknown,Unknown,Oui,Non
CENTRE-VILLE-DOWNTOWN-METRO GUY-CONCORDIA * * BEAUX 3 1/2 * *,$Surdemande,3455 Côte-des-Neiges Montreal QC H3H 1T6,1,Unknown,Non,Non
MÉTRO ATWATER CHAMBRE INDÉPENDANTE IMMEUBLE SÉCURITAIRE,$120.00,2105 Rue Tupper Montréal QC H3H 1N9 Canada,Unknown,Unknown,Oui,Non
NEW DOWNTOWN CONDO NEUF CENTRE-VILLE ATWATER GUY-CONCORDIA,$1520.00,2000 Boulevard René-Lévesque O Montréal QC H3H 1R6 Canada,1,Unknown,Oui,Limité
Chambre a louer - UdeM - tout inclus,$720.00,2467 Boulevard Edouard-Montpetit Montréal QC H3T 1J5 Canada,Unknown,Unknown,Oui,Unknown
One Bedroom winter sublet from February 2020 - May 2020,$825.00,551 Rue de la montange H3C 6S4 Montreal QC,1,Unknown,Oui,Non
3.5 / Park Ex / December 1st,$750.00,H3N 2S7 Canada,1,Unknown,Non,Non
Beau 3 1/2 propre et lumineux Plateau Mont-Royal 1er décembre,$890.00,Fullum H2H2S1 Montréal QC,1,Unknown,Non,Non
sous location grand3etdemi chauffage compris 831$ 2400 van horne,$831.00,2400 Avenue Van Horne Montréal QC H3S 1P2 Canada,1,Unknown,Non,Oui
Beautiful 2 bedroom in the Plateau,$1890.00,4660 Rue Berri Montréal QC H2J 2R5 Canada,1,Unknown,Oui,Non
Chambre recherchée à Montréal.,$Surdemande, H2T 2B1 Montréal QC,Unknown,Unknown,Non,Non
Newly Renovated 3 1/2 in Heart of Plateau - AAA Location,$1550.00,3778 Boul St-Laurent Montréal QC H2W 1X6 Canada,1,Unknown,Non,Limité
Beautiful room in Victorian Home Jan 1st,$695.00,Montreal QC Canada H3H 1L1,Unknown,Unknown,Oui,Non
Beautiful ap4 1/2 with 2 closed bedrooms view to Maisoneuve park,$1300.00,4765 Boulevard Rosemont Montréal QC H1T 2E4 Canada,1,Unknown,Oui,Non
Bachelorette 7min Beaudry metro,$650.00, montreal h2l1t6 QC Canada,1,Unknown,Non,Non
URGENT: Transfert de Bail magnifique 3 1/2,$1430.00,5025 Rue Jean-Talon O Montréal QC H4P 1W7 Canada,1,Unknown,Non,Limité
Condo 3 chambres avec cours terrasse cheminée Métro Longueul,$1495.00,194 Rue King-George Longueuil QC J4J 2V3 Canada,1,Unknown,Non,Oui
Studio meublé / Bachelor furnished,$1650.00,3480 Rue Simpson Montréal QC H3G 1B9 Canada,1,Unknown,Oui,Non
1 bedroom apartment EVERYTHING INCLUDED -693 Rue William,$1525.00,H3C 2K2 Canada,1,Unknown,Non,Oui
Grand 4 1/2 à louer à Trois-rivières proche UQAT,$550.00,Rue De La Terrière G8Z 3J3 Trois-Rivières QC,1,Unknown,Oui,Non
3etdemi 750 eau + chauffage inclus + table et chaises,$750.00,4040 Rue de Charleroi Montréal-Nord QC H1H 1S6 Canada,1,Unknown,Oui,Non
Appartement 5 1/2 à louer dans le quartier Anjou,$1200.00,Avenue d'Allonnes Anjou QC H1J 1W7 Canada,1,Unknown,Non,Limité
Superbe 6 1/2 rénové à 2 min du parc Jarry et 5 min métro Parc,$1800.00,7826 Rue Durocher Montréal QC H3N 2A4 Canada,1,Unknown,Non,Non
Chambre à louer 550$ dans Rosemont-La-Petite-Patrie,$550.00,H2G 2N7 Canada,Unknown,Unknown,Oui,Oui
Recherché :Recherche appartement/Studio pour le 1 décembre ou 1e janvier,$850.00, Montréal H3C 3Z7 QC Canada,1,Unknown,Oui,Oui
Plateau Mont-Royal 3 ½ | Animaux Bienvenus,$1599.00,1101 Rue Rachel Est Montreal QC H2J 2J7,1,Unknown,Non,Oui
1ch -Condo à louer-Ville-Marie-Quartier des Spectacles-Village,$1410.00,1325 Saint Andre Montreal QC H2L 0G6,1,Unknown,Non,Non
Spacieux logement Montréalais à louer de déc à mai,$1650.00,2310 Rue Sherbrooke E Montréal QC H2K 1E5 Canada,1,2,Oui,Oui
Ahuntsic 3 1/2 RÉNOVÉS ET PAISIBLES,$825.00,1735 Boul Henri-Bourassa E Montréal QC H2C 1J5 Canada,1,Unknown,Oui,Non
Downtown Centre Ville studio 2 bedrooms 41/2 Mc Gill Town house,$1950.00,1724 cedar montreal QC H3G 1A4,1,Unknown,Non,Non
Recherché :Young professional looking for STUDIO or APARTMENT to rent,$950.00,670 Lansdowne Dr Oshawa ON L1G 1W4 Canada,1,Unknown,Oui,Non
Recherché :Appartement for décembre for long terme longue durée,$700.00,5 Place de la Rencontre Wendake QC G0A 4V0 Canada,1,Unknown,Non,Non
Recherché :Looking to rent 1 bedroom or bachelor apartment. 1 YR lease.,$1.00, ottawa k1n 1e8 ON Canada,1,Unknown,Non,Non
Fully equipped 6 1⁄2 close to subway (2 bedrooms / short term),$1900.00,3604 Rue de Rouen Montréal QC H1W 1M3 Canada,1,Unknown,Oui,Non
Maison à louer sur Gouin TOUT INCLUS,$2000.00,5720 Boul Gouin O Montréal QC H4J 1E1 Canada,1,Unknown,Non,Oui
Short/Long term 1 bdr aprt in NDG / Apart. 1 chbre a NDG a louer,$1000.00, H3X 3S1 Montreal NDG QC Canada,1,1,Oui,Non
1 bdrm basement apartmnt in NDG for rent/ Apart. 1 chambre NDG,$1000.00, Montreal H3X 3S1 QC Canada,1,Unknown,Oui,Limité
Location court terme,$1350.00,H2S2M3 Canada,1,1,Oui,Non
BEAU 31/2 RENOVÉ PRÉS DE MÉTRO CADILLAC À PARTIR DU DÉCEMBRE,$895.00,3280 DE LA PÉPINIÈRE MONTREAL QC H1N 3N4,1,Unknown,Non,Non
BEAU 4 1/2 RENOVÉ PRÉS DE MÉTRO CADILLAC,$1120.00,3280 DE LA PÉPINIÈRE MONTREAL QC H1N 3N4,1,Unknown,Non,Non
Recherché :Recherche colocation - Janvier 2020 - Montréal,$Surdemande, H2Y 1C6 Montréal QC Canada,Unknown,Unknown,Oui,Oui
logement 4½ a Rosemont,$845.00,5791 Place Charles-Thibault H1Y3C9 Montreal QC,1,2,Non,Non
one bedroom available,$600.00,3640 Rue Sherbrooke E Montréal QC H1W 1C8 Canada,Unknown,Unknown,Oui,Non
Transfert de bail 4 mois dans le Vieux Montréal – janvier 2020,$Surdemande,777 Boulevard Robert-Bourassa Montréal QC H3C 3Z7 Canada,Unknown,Unknown,Oui,Non
BEAUTIFUL Furnished STUDIO m. VENDOME FOR JANUARY****,$900.00,2090 Boulevard Décarie Montréal QC H4A 3J3 Canada,1,Studio,Oui,Non
Condo Apartment on 2 floors near Pie-IX Station new building,$1000.00,2747 Avenue Bourbonnière Montréal QC H1W 3P7 Canada,2,Unknown,Non,Oui
New 4 1/2 Condo w/ gym and pool & 1 indoor parking spot,$1585.00,Boulevard Newman Montréal QC H8N 2S3 Canada,1,Unknown,Non,Limité
Salle de réunion à louer (journée ou demi-journée),$Surdemande,5388 Boul St-Laurent Montréal QC H2T 1S1 Canada,Unknown,Unknown,Oui,Unknown
Magnifique Condo Neuf Griffintown 5min Centre-Ville Mtl 980pi,$2450.00,1165 Rue Wellington Montréal QC H3C 2C9 Canada,1,Unknown,Oui,Limité
4 1/2 condo neuf luxueux plateau Mont-Royal libre 1er dec,$1770.00,4476 Avenue Papineau Montréal QC H2H 1T8 Canada,1,Unknown,Non,Non
CENTRE-VILLE/METRO SHERBROOKE APPARTEMENT 4 ½ TOUT INCLUS !!,$1410.00,3555 rue Berri Montreal QC H2L 4G4,1,Unknown,Non,Non
Condo Appartements à louer-1 ch- Marche Atwater-Canal Lachine,$1750.00,5180 Rue Philippe-Lalonde Montréal QC H4C 0B2,1,Unknown,Non,Non
Condo 3 chambres avec cours terrasse cheminée Métro Longueul,$1495.00,194 Rue King-George Longueuil QC J4J 2V3 Canada,1,Unknown,Non,Oui
Chambres idéal travailleur,$50.00,12283 Boulevard Saint-Jean-Baptiste Montréal QC H1C 1S4 Canada,Unknown,Unknown,Oui,Unknown
Amazing 4 1/2 in le Plateau!Lease transfer.,$1675.00,2185 Boulevard Saint-Joseph Est Montréal QC H2H 1E9 Canada,1,Unknown,Non,Oui
Grande chambre étudiante à louer / Big student room to rent,$950.00,738 Rue Bourget Montréal QC H4C 2M6 Canada,Unknown,Unknown,Oui,Non
Lit à louer au mois pour 450$ - Monthly bed,$450.00,2212 Rue Dorion Montréal QC H2K 4B2 Canada,Unknown,Unknown,Oui,Non
5 1/2 in triplex for rent Lachine 12e Avenue,$845.00,12e Avenue Lachine QC H8S 3J6 Canada,1,Unknown,Non,Non
Vieux Rosemont 5 1/2 Haut Duplex entièrement rénové/insonorisé,$1500.00, Montréal-Rosemont h1x2b9 QC Canada,1,Unknown,Non,Limité
2019 NEW Lux. Condo (2 brs) 4 1/2 ATWATER - CONCORDIA - DOWNTOW,$1950.00,2000 Boulevard René-Lévesque O Montréal QC H3H 1R6 Canada,1,Unknown,Oui,Limité
Recherché :Chambre reposante et propre dans un 4 1/2 - métro St-Michel,$650.00,H2A2W9 Canada,Unknown,Unknown,Oui,Non
Rénové / Renovated : 4 ½ Cartierville-Ahuntsic,$900.00,Montreal QC H2C1J6 Canada,1,Unknown,Non,Non
Newly renovated 1 bedroom apartment in NDG,$1250.00,6950 Av Fielding Montréal QC H4V 1P7 Canada,1,Unknown,Non,Oui
Rosemont-Petite Patrie-Promenade Masson-CEGEP Rosemont,$1200.00,5725 16eme Avenue H1X 2S7 Montreal QC,1,Unknown,Non,Limité
Awesome 3BR in Key Location Mile End,$2400.00,145 Avenue Laurier O Montréal QC H2T 2N6 Canada,2,3,Oui,Non
ESPACE COMMERCIAL A LOUER,$22.00,1240 Rue Drummond Montréal QC H3G 1V7 Canada,Unknown,Unknown,Non,Unknown
Magnifique appart au coeur du Mile End. 3cac-Janv à Mars,$2400.00,145 Avenue Laurier O Montréal QC H2T 2N6 Canada,2,3,Oui,Non
4 1/2 RÉNOVÉ - CHAUFFAGE INCLUS - PLATEAU - FACE AU PARC LAURIER,$1495.00,5279 Rue de Brébeuf Montréal QC H2J 3L8 Canada,1,Unknown,Non,Non
4 1/2 RÉNOVÉ - OUTREMONT - COIN BERNARD - ELECTROS INCLUS,$1345.00,639 Avenue de l'Épée Outremont QC H2V 3T7 Canada,1,Unknown,Non,Non
3 1/2 RÉNOVÉ - ELECTROS INCLUS - PLATEAU - FACE AU PARC LAURIER,$1315.00,5211 Rue de Brébeuf Montréal QC H2J 3L8 Canada,1,Unknown,Non,Non
Colocation Plateau,$650.00, Montréal H2K 1E5 QC Canada,Unknown,Unknown,Oui,Non
Brilliant two bedroom apartment in Saint Henri,$Surdemande,242 Rue Beaudoin Montréal QC H4C 2Y2 Canada,1,Unknown,Non,Oui
Quartier HOMA Métro Joliette,$1100.00,2605 Rue Joliette Montréal QC H1W 3H1 Canada,1,Unknown,Non,Non
Blainville 4 1/2 - Condo neuf et luxueux 1350 pc à louer,$1650.00,127 Boulevard de Chambéry Blainville QC J7C 0M9,1,Unknown,Non,Non
Blainville 4 1/2 - Condo neuf et luxueux 1350 pc à louer,$1650.00,127 Boulevard de Chambéry Blainville QC J7C 0M9,1,Unknown,Non,Non
1550 Docteur-Penfield - 4 ½,$1800.00,1550 av. Docteur-Penfield Montréal QC H3G 1C2,2,Unknown,Non,Oui
MAISON A LOUER/Montréal Est ( CHIEN /CHAT OK),$2000.00,4280 Rue Beaubien E Montréal QC H1T 1S6 Canada,2,Unknown,Non,Oui
ST-LEONARD-ANJOU-RDP - APPARTEMENT/CONDO 4 ½ 5 ½ & PH,$1350.00,6060 Jean Talon Est St-Léonard QC H1S 3A9,2,Unknown,Non,Non
Grand 3 ½ NEUF à louer dans Villeray quartier Saint Michel,$1100.00, Montréal H1Z2C2 QC Canada,1,Unknown,Non,Limité
GRANDE CHAMBRE ENSOLEILLE,$595.00,4102 Rue Saint-Dominique Montréal QC H2W 2A8 Canada,Unknown,Unknown,Oui,Oui
Blainville 4 1/2 - Condo neuf et luxueux 1350 pc à louer,$1650.00,127 Boulevard de Chambéry Blainville QC J7C 0M9,1,Unknown,Non,Non
NEUF à LOUER – Ste-Marie / Anglais Mascouche – 5 ½ et 4 ½,$1190.00,1530 chemin des anglais Mascouche QC J7L 3S1,1,Unknown,Non,Non
Recherché :18 years old student Looking for a room,$Surdemande,Rue Chambord Montréal QC H2G 3B6 Canada,Unknown,Unknown,Non,Oui
2.5 FACE AU PARC VILLERAY PRES ECOLE PRIMAIRE MARIE FAVERIE,$695.00,8005 Rue de Normanville Montréal QC H2R 2V5 Canada,1,Unknown,Non,Limité
Les lofts St Germain Homa Metro Préfontaine,$1300.00,2266 Rue Saint Germain Montréal QC H1W 2V1 Canada,1,Unknown,Non,Non
New/rénovés 3 1/2 - 33E Avenue Lachine (Dec),$875.00,560 33e Avenue Lachine QC H8T 1Y8 Canada,1,Unknown,Non,Limité
ALL NEW / NDG- Clanranald 4 1/2 Janvier-$1300.,$1300.00,4700 Avenue Clanranald Montréal QC H3X 2R9 Canada,1,Unknown,Non,Limité
BUREAUX PRIVÉS À LOUER - VIEUX MONTRÉAL,$600.00,410 Rue Saint Nicolas #236 Montréal QC H2Y 2P5 Canada,Unknown,Unknown,Oui,Unknown
Métro Préfontaire Loft 1000 pi2 ds ancienne usine restaurée,$1300.00,2266 Rue Saint Germain Montréal QC H1W 2V1 Canada,1,Unknown,Non,Non
Grand 4 1/2 a louer à pointo,$Surdemande,De La Rousselière / Victoria Montréal QC H1A 1T9 Canada,1,Unknown,Non,Non
Cession de bail Ahuntsic: 5 1/2 RDC 3 ch. fermées 1100$,$1100.00,9040 Rue Tolhurst Montréal QC H2N 1W8 Canada,1,Unknown,Non,Non
4.5 RÉNOVÉ à louer Libre immédiatement - HAUT TRIPLEX,$1025.00,Rue Pierre-Auger Montréal QC H1M Canada,1,Unknown,Non,Non
Room for rent,$300.00,3390 Boulevard LaSalle Verdun QC H4G 1Y9 Canada,Unknown,Unknown,Non,Non
apartment for rent miami,$Échange,1690 ne 191 st HOUSE miami J4W 2S7 QC Canada,1,1,Oui,Oui
3 1/2 meublé wifi tout compris 1e janvier,$975.00,2146 Sicard H1V 2Y2 Montréal QC,1,Unknown,Oui,Limité
BLOC INFESTES/ 4125 RUE PARTHENAIS,$1.00,4125 Rue Parthenais Montréal QC H2K 3T8 Canada,1,Unknown,Oui,Oui
petit studio privé meublé tout inclus court terme,$950.00,5752 Avenue Azilda Anjou QC H1K 2Z7 Canada,1,Studio,Oui,Non
Big and clean 3 ½ for rent à louer,$950.00, H8T 1P8 Lachine Montreal QC,1,Unknown,Non,Limité
GRAND 4.5 PISCINE+STAT. IMM BETON COTE VERTU,$1195.00,390 boul. Côte-vertu bureau 100 Saint-Laurent QC H4N 1E3,1,Unknown,Non,Non
GRAND 2.5 PLATEAU PRÈS DU CENTRE- VILLE NOVEMBRE 2019,$920.00,3777 Saint-urbain Montreal QC H2W 1T5,1,Unknown,Non,Non
Condo Appartement à louer au Centre-Ville Mtl-Ville-Marie (3.5),$1495.00,1050 Boulevard René-Lévesque est Montréal QC H2L 2L6,1,Unknown,Non,Non
For to rent a louer Downtown Centre Ville 1 bedroom 3 1/2,$1495.00,1750 cedar Montreal QC H3G 1A3,1,Unknown,Non,Non
GRAND 4 1/2 au 11e étage au Sanctuaire Outremont $2800/mois,$2800.00,6000 Chemin Deacon Montréal QC H3S 2T9 Canada,2,Unknown,Non,Non
GRAND 4.5 PISCINE+STAT. IMM BETON COTE VERTU,$1195.00,390 boul. Côte-vertu bureau 100 Saint-Laurent QC H4N 1E3,1,Unknown,Non,Non
CENTRE-VILLE MÉTRO ATWATER,$125.00,2105 Rue Tupper Montréal QC H3H 1N9 Canada,Unknown,Unknown,Oui,Non
PLATEAU PRÈS DU CENTRE-VILLE 1.5 TOUT INCLUS MARS 2020,$740.00,3777 Saint-urbain Montreal QC H2W 1T5,1,Unknown,Non,Non
1.5 PLATEAU EN FACE DU PARC LAFONTAINE DÉCEMBRE 2019,$1100.00,1010 rue Cherrier Montreal QC H2L 1H8,1,Unknown,Oui,Non
Room for rental close by ANGRIGNON METRO,$1000.00,7040 Rue Allard Montréal QC H8N 0E2 Canada,Unknown,Unknown,Oui,Oui
Aire ouverte - Meublé,$1450.00, h1m 3p7 Rosemont QC Canada,1,1,Unknown,Non
Saint Laurent 7 1/2 duplex totally reno. near du College metro,$2200.00, Saint Laurent H4L 3M6 QC Canada,2,Unknown,Non,Non
Recherché :entreposage et stationnement,$Surdemande,429 Rue Sauriol E Montréal QC H3L 1G7 Canada,Unknown,Unknown,Unknown,Unknown
Cession de bail 1er decembre,$730.00,h1p2l5 Canada,1,Unknown,Non,Non
Short term rental apartment 2 mins from Charlevoix station,$1800.00,H3K1N1 Canada,1,1 chambre et salon,Oui,Non
Cozy house 3bdr - 2 baths,$1900.00,H8S3E9 Canada,2,Unknown,Non,Non
Massive renovated 2 bedroom on 2 floors plateau 1 700 sq ft,$2200.00,3805 Rue Saint-Dominique Montréal QC H2W 2A2 Canada,1,Unknown,Non,Oui
VERY Big and bright 6 1/2 for rent Westmount,$1850.00,235 Avenue Melville #5 Westmount QC H3Z 2J6 Canada,1,Unknown,Oui,Oui
Stunning luxury 1 bed condo &parking *$2100/ move in immediately,$2100.00,1188 Rue Saint-Antoine O Montréal QC H3C 1B4 Canada,1,Unknown,Non,Non
fully furnished condo loft 2 bdrms available now!,$1650.00,4951 Rue Ontario E Montréal QC H1V 1M3 Canada,1,Unknown,Oui,Non
Entrepôt de stockage à Louer,$Surdemande, MONTREAL H2P 2S3 QC Canada,2,Unknown,Non,Unknown
Recherché :Cherche appartement 4 1/2 pièces pour avril mai ou juin 2020,$700.00,Montréal QC H1L6B9 Canada,1,Unknown,Non,Non
Recherché :Couple cherche 3 1/2 fin novembre,$950.00, Montréal H2k2j6 QC Canada,1,Unknown,Non,Non
Studio Apartment for Rent,$950.00, Montreal H2W1R1 QC Canada,1,Unknown,Non,Non
Gorgeous upper montreal /adjacent to westmont On Bonavista Bea,$2245.00,Avenue Bonavista Montréal QC H3W 2C7 Canada,2,Unknown,Non,Oui
Metro Lionel Groulx- large 51/2 in two floors+furnitures,$1900.00,268 Rue Bourget Montréal QC H4C 2M3 Canada,1,Unknown,Oui,Non
4 1/2 for rent 1389 RenÉ-Lévesque East across Radio Canada,$1300.00,1389 René-Lévesque East H2L 2M1 Montreal QC,1,Unknown,Non,Non
PIERREFONDS / KIRKLAND - ALL INCLUDED,$900.00,4875 des Erables Pierrefonds QC H9J 2W4,2,Unknown,Non,Non
For to rent a louer Westmount 31/2 3 1/2 one une room chambre,$1350.00,4400 sainte catherine ouest Montreal QC H3Z 1R3,1,Unknown,Non,Non
Luxury Downtown Studio Rental (Furnished with WallBed),$1450.00,1450 Boulevard René-Lévesque O Montréal QC H3G 0E1 Canada,1,Unknown,Oui,Limité
Rosemont Petite Patrie 4 1/2 neuf avec terrasse et internet,$2495.00,2107 rue Beaubien montréal QC H2G 1M5,1,Unknown,Non,Limité
4 1/2-Neuf Condo Appartement à louer-Griffintown-Tout Inclus!,$2315.00,1705 rue William Montreal QC H3J 1R3,1,Unknown,Non,Non
BYRON ROOMING HOUSE,$800.00,5267 Rue Byron Montréal QC H3W 1Z7 Canada,Unknown,Unknown,Oui,Unknown
Office space for rent (2 min from Metro Monk),$Surdemande,2421 Rue Allard Montréal QC H4E 2L3 Canada,Unknown,Unknown,Oui,Unknown
Chalet a Louer,$Surdemande,191 Avenue des Pins Saint-Jean-de-Matha QC J0K Canada,1,2,Oui,Unknown
4 1/2 à louer 1389 René-Lévesque Est faca à Radio Canada,$1300.00,1389 René-Lévesque Est H2L 2M1 Montréal QC,1,Unknown,Non,Non
DOWNTOWN CONDO CENTRE VILLE MONTREAL 4 1/2,$2100.00,201 Rue Charlotte Montréal QC H2X 4E2 Canada,1,Unknown,Oui,Limité
Appartement à louer 4 1/2 1038$ Chauffé,$1038.00,7184 Chambord Montreal H2E 1W6 QC,1,Unknown,Non,Non
Transfert de bail pour le 1 janvier 2020 jusqu'au 30 avril,$995.00,420 Sherbrooke H3A 1B2 Montréal centre-ville QC,Unknown,Unknown,Oui,Non
Condo avec 2 chambres - électroménagers incl. Métro Préfontaine,$1450.00,2926 Rue de Rouen #6 Montréal QC H2K 1P1 Canada,1,Unknown,Non,Non
Recherché :Chambre/ room student.,$650.00,H3X2V6 Canada,Unknown,Unknown,Oui,Unknown
Chambre à louer,$550.00,H1L4W9 Canada,Unknown,Unknown,Oui,Non
Storage 150 to 220 sq ft - Entreposage 150 à 220pi. ca. villeray,$150.00,1070 Rue Mistral Montréal QC H2P 1S3 Canada,1,1 chambre et salon,Oui,Non
CHAMBRE AVEC SALON MEUBLES A LOUER A VERDUN,$200.00,290 2e Avenue Verdun QC H4G 2W5 Canada,Unknown,Unknown,Oui,Non
Renovated 7 1/2 apartment near Cote-Vertu metro available NOW,$1850.00, Saint-Laurent H4L 3G3 QC Canada,2,Unknown,Non,Limité
3 ½ Disponibles -- Confort et sécurité au Plateau Mt-RoyalAu,$1695.00, plateau mont royal h2w2e7 QC Canada,1,1 chambre et salon,Oui,Non
BEST COWORKING IN TOWN!,$439.00,75 Queen St. Montreal QC H3C 2N6,Unknown,Unknown,Non,Unknown
Chambre meublée tout-inclus | 1er janvier | Berri-Uqam,$625.00,1209 Rue Sainte Élisabeth Montréal QC H2X 3C3 Canada,Unknown,Unknown,Oui,Non
Logement a court terme completement meubleSitue en plein cœur,$1295.00, plateau mont royal h2w2e6 QC Canada,1,Studio,Oui,Non
ONE Bedroom Near AtwaterMetro FREE for NOV,$749.00,3025 Rue Sherbrooke.W ,Unknown,Unknown,Non,Non
CHAMBRE ET SALON COMBINEES MEUBLES A LOUE A VERDUN,$850.00,290 2e Avenue Verdun QC H4G 2W5 Canada,Unknown,Unknown,Oui,Non
4 1/2 Plateau,$950.00,3540 Messier H2K 3R6 Montreal QC,1,Unknown,Oui,Non
Le 4602 rue Iberville appartement moderne et aire ouverte,$1300.00,4602 Rue d'Iberville Montréal QC H2H 2M2 Canada,1,Unknown,Non,Non
Beautiful 1 Bedroom Apartment for rent in Cote St-Luc!,$1225.00,5775 Cavendish Boulevard Montreal QC H4W 3L9,1,Unknown,Non,Limité
NDG Commercial Space - GREAT LOCATION - 2300 sqft,$2950.00,5451 Rue St-Jacques Montreal QC H4A 2E1,Unknown,Unknown,Non,Unknown
Plateau Mont-Royal 3 ½ | Animaux Bienvenus,$1599.00,1101 Rue Rachel Est Montreal QC H2J 2J7,1,Unknown,Non,Oui
New and sumptuous 4 1/2 in downtown Montreal - OCCUPANCY 2020,$2320.00,4120 rue Sainte-Catherine Ouest Montréal QC H3Z 1P4,1,Unknown,Non,Oui
room for rent,$Surdemande,3826 Rue Bélair Montréal QC H2A 2B9 Canada,Unknown,Unknown,Oui,Non
Coloc recherché Grand 5 1/2,$625.00,Verdun Canada,Unknown,Unknown,Non,Unknown
BEST COWORKING IN TOWN!,$247.00,5455 De Gaspe Ave Suite 710 Mile End QC H2T 3B3,Unknown,Unknown,Non,Unknown
RENT YOUR OFFICE TODAY!,$736.00,5455 De Gaspe Ave Suite 710 Mile End QC H2T 3B3,Unknown,Unknown,Non,Unknown
appart 1 1/2 TOUT INCLUS libre immédiatement,$675.00,5850 Avenue Papineau Montréal QC H2G 3G7 Canada,1,Unknown,Oui,Non
Bureau à louer Espace commercial près du marché Atwater,$3032.75,2360 Rue Notre-Dame Ouest Montréal QC H3J 1N4 Canada,Unknown,Unknown,Non,Unknown
Recherché :Recherche stationnement intérieur/exterieur,$150.00, Montréal H2T 1X2 QC Canada,Unknown,Unknown,Unknown,Unknown
3 ½ - UNIVERSITÉ DE MONTRÉAL - SEMI-MEUBLÉ (2505),$845.00,2505 boul. Édouard-Montpetit Montréal QC H3T 1J5,1,Unknown,Non,Non
Amazing 4 1/2 in le Plateau!Lease transfer.,$1675.00,2185 Boulevard Saint-Joseph Est Montréal QC H2H 1E9 Canada,1,Unknown,Non,Oui
MASTER ROOM NON FUMEUR BIEN ÉCLAIRÉE DANS 5 1/2,$555.00,6461 Rue Arthur-Chevrier Montréal-Nord QC H1G 1S1 Canada,Unknown,Unknown,Oui,Non
À louer. For rent now,$450.00,H1Z2V7 Canada,Unknown,Unknown,Oui,Unknown
RENT YOUR OFFICE TODAY!,$879.00,75 Queen St. Montreal QC H3C 2N6,Unknown,Unknown,Non,Unknown
January 2-5 months a room for a girl,$500.00,Rue Dorion Montréal QC H2K 4A9 Canada,Unknown,Unknown,Oui,Non
2 Storey Luxury Loft in Heart of Little Italy,$3000.00,43 Avenue Mozart O Montréal QC H2S 1C1 Canada,2,1,Oui,Non
A partager 51/2 Plateau M. Royal 3e d'un 3-Plex 160 mètre métro,$695.00,465 Rue Boucher Montréal QC H2J 1B8 Canada,Unknown,Unknown,Non,Non
Maison trois chambres disponible,$Surdemande,6924 Avenue Léon-Trépanier Montréal QC H4K 2P4 Canada,2,Unknown,Non,Non
Ahuntsic 3.5 béton três beau@750$,$750.00,10355 Ave de Bois-de-Boulogne Montreal QC H4N 1L5 Canada,1,Unknown,Non,Non
Share a Large 1600SF Fully Renovated 4 bedroom 2 bathroom apartm,$750.00,3547 Boulevard Décarie Montréal QC H4A 3J4 Canada,Unknown,Unknown,Oui,Unknown
Share a renovated 5 bedroom apt in the heart of the plateau,$700.00,4325 Rue Saint-Urbain Montréal QC H2W 1V6 Canada,Unknown,Unknown,Oui,Non
